"from_stop_id","to_stop_id","from_trip_id","to_trip_id","transfer_type","min_transfer_time"
"27","27","GO202_23_69","GO202_23_163","1",""
"27","27","GO202_23_71","GO202_23_171","1",""
"27","27","GO202_23_73","GO202_23_177","1",""
"27","27","GO202_23_152","GO202_23_74","1",""
"27","27","GO202_23_75","GO202_23_181","1",""
"102","102","GO202_23_162","GO202_23_76","1",""
"102","102","GO202_23_754","GO202_23_76","1",""
"27","27","GO202_23_77","GO202_23_185","1",""
"102","102","GO202_23_1962","GO202_23_80","1",""
"27","27","GO202_23_198","GO202_23_82","1",""
"27","27","GO202_23_188","GO202_23_84","1",""
"102","102","GO202_23_702","GO202_23_502","1",""
"102","102","GO202_23_802","GO202_23_502","1",""
"102","102","GO202_23_220","GO202_23_508","1",""
"102","102","GO202_23_1910","GO202_23_508","1",""
"102","102","GO202_23_814","GO202_23_510","1",""
"102","102","GO202_23_2014","GO202_23_510","1",""
"102","102","GO202_23_130","GO202_23_512","1",""
"102","102","GO202_23_1614","GO202_23_512","1",""
"102","102","GO202_23_722","GO202_23_516","1",""
"102","102","GO202_23_822","GO202_23_516","1",""
"102","102","GO202_23_724","GO202_23_550","1",""
"102","102","GO202_23_824","GO202_23_550","1",""
"102","102","GO202_23_750","GO202_23_552","1",""
"102","102","GO202_23_852","GO202_23_552","1",""
"102","102","GO202_23_162","GO202_23_556","1",""
"102","102","GO202_23_754","GO202_23_556","1",""
"102","102","GO202_23_860","GO202_23_558","1",""
"102","102","GO202_23_1150","GO202_23_558","1",""
"102","102","GO202_23_2064","GO202_23_560","1",""
"102","102","GO202_23_2152","GO202_23_560","1",""
"102","102","GO202_23_866","GO202_23_562","1",""
"102","102","GO202_23_1060","GO202_23_562","1",""
"102","102","GO202_23_272","GO202_23_566","1",""
"102","102","GO202_23_876","GO202_23_568","1",""
"102","102","GO202_23_1570","GO202_23_568","1",""
"102","102","GO202_23_182","GO202_23_570","1",""
"102","102","GO202_23_280","GO202_23_570","1",""
"102","102","GO202_23_190","GO202_23_574","1",""
"102","102","GO202_23_1674","GO202_23_574","1",""
"102","102","GO202_23_192","GO202_23_576","1",""
"102","102","GO202_23_1676","GO202_23_576","1",""
"91","91","GO202_23_1678","GO202_23_600","1",""
"102","102","GO202_23_102","GO202_23_604","1",""
"102","102","GO202_23_702","GO202_23_604","1",""
"91","91","GO202_23_1608","GO202_23_606","1",""
"91","91","GO202_23_607","GO202_23_1509","1",""
"102","102","GO202_23_1912","GO202_23_608","1",""
"102","102","GO202_23_2716","GO202_23_608","1",""
"91","91","GO202_23_1514","GO202_23_610","1",""
"92","92","GO202_23_1916","GO202_23_614","1",""
"91","91","GO202_23_623","GO202_23_1523","1",""
"92","92","GO202_23_625","GO202_23_1627","1",""
"91","91","GO202_23_629","GO202_23_1631","1",""
"91","91","GO202_23_1520","GO202_23_650","1",""
"91","91","GO202_23_1650","GO202_23_652","1",""
"91","91","GO202_23_653","GO202_23_1553","1",""
"91","91","GO202_23_1554","GO202_23_654","1",""
"91","91","GO202_23_655","GO202_23_1655","1",""
"102","102","GO202_23_858","GO202_23_656","1",""
"102","102","GO202_23_2758","GO202_23_656","1",""
"102","102","GO202_23_1252","GO202_23_658","1",""
"102","102","GO202_23_1992","GO202_23_658","1",""
"102","102","GO202_23_760","GO202_23_660","1",""
"91","91","GO202_23_661","GO202_23_1565","1",""
"102","102","GO202_23_1660","GO202_23_662","1",""
"91","91","GO202_23_663","GO202_23_1671","1",""
"102","102","GO202_23_866","GO202_23_664","1",""
"91","91","GO202_23_665","GO202_23_1573","1",""
"91","91","GO202_23_667","GO202_23_1501","1",""
"102","102","GO202_23_1178","GO202_23_668","1",""
"102","102","GO202_23_2774","GO202_23_668","1",""
"91","91","GO202_23_1668","GO202_23_670","1",""
"91","91","GO202_23_1580","GO202_23_672","1",""
"102","102","GO202_23_288","GO202_23_674","1",""
"102","102","GO202_23_1582","GO202_23_674","1",""
"91","91","GO202_23_1584","GO202_23_676","1",""
"102","102","GO202_23_270","GO202_23_698","1",""
"102","102","GO202_23_1564","GO202_23_698","1",""
"179","179","GO202_23_903","GO202_23_1919","1",""
"179","179","GO202_23_2010","GO202_23_904","1",""
"179","179","GO202_23_905","GO202_23_2027","1",""
"179","179","GO202_23_1918","GO202_23_906","1",""
"179","179","GO202_23_951","GO202_23_1959","1",""
"179","179","GO202_23_1954","GO202_23_952","1",""
"179","179","GO202_23_953","GO202_23_2063","1",""
"179","179","GO202_23_1954","GO202_23_954","1",""
"179","179","GO202_23_2068","GO202_23_956","1",""
"179","179","GO202_23_957","GO202_23_1979","1",""
"102","102","GO202_23_6202","GO202_23_6002","1",""
"102","102","GO202_23_7502","GO202_23_6002","1",""
"102","102","GO202_23_6112","GO202_23_6006","1",""
"102","102","GO202_23_6712","GO202_23_6006","1",""
"102","102","GO202_23_6116","GO202_23_6008","1",""
"102","102","GO202_23_7612","GO202_23_6008","1",""
"102","102","GO202_23_7520","GO202_23_6010","1",""
"102","102","GO202_23_8020","GO202_23_6010","1",""
"102","102","GO202_23_6132","GO202_23_6012","1",""
"102","102","GO202_23_7622","GO202_23_6012","1",""
"102","102","GO202_23_6270","GO202_23_6014","1",""
"102","102","GO202_23_8768","GO202_23_6014","1",""
"27","27","GO202_23_6031","GO202_23_6111","1",""
"27","27","GO202_23_6033","GO202_23_6115","1",""
"27","27","GO202_23_6114","GO202_23_6034","1",""
"27","27","GO202_23_6035","GO202_23_6129","1",""
"102","102","GO202_23_6216","GO202_23_6036","1",""
"102","102","GO202_23_7516","GO202_23_6036","1",""
"27","27","GO202_23_6037","GO202_23_6155","1",""
"102","102","GO202_23_7554","GO202_23_6038","1",""
"102","102","GO202_23_8054","GO202_23_6038","1",""
"102","102","GO202_23_6266","GO202_23_6040","1",""
"102","102","GO202_23_7566","GO202_23_6040","1",""
"27","27","GO202_23_6041","GO202_23_6163","1",""
"27","27","GO202_23_6192","GO202_23_6042","1",""
"102","102","GO202_23_6274","GO202_23_6044","1",""
"102","102","GO202_23_7574","GO202_23_6044","1",""
"102","102","GO202_23_6120","GO202_23_6052","1",""
"102","102","GO202_23_7614","GO202_23_6052","1",""
"27","27","GO202_23_6055","GO202_23_6151","1",""
"27","27","GO202_23_6130","GO202_23_6056","1",""
"27","27","GO202_23_6059","GO202_23_6167","1",""
"27","27","GO202_23_6154","GO202_23_6060","1",""
"27","27","GO202_23_6061","GO202_23_6171","1",""
"27","27","GO202_23_6162","GO202_23_6062","1",""
"27","27","GO202_23_6168","GO202_23_6064","1",""
"27","27","GO202_23_6065","GO202_23_6181","1",""
"102","102","GO202_23_6262","GO202_23_6066","1",""
"102","102","GO202_23_7560","GO202_23_6066","1",""
"27","27","GO202_23_6176","GO202_23_6068","1",""
"27","27","GO202_23_6184","GO202_23_6070","1",""
"27","27","GO202_23_6071","GO202_23_6193","1",""
"102","102","GO202_23_6702","GO202_23_6502","1",""
"102","102","GO202_23_6802","GO202_23_6502","1",""
"102","102","GO202_23_6116","GO202_23_6508","1",""
"102","102","GO202_23_6814","GO202_23_6508","1",""
"102","102","GO202_23_6124","GO202_23_6512","1",""
"102","102","GO202_23_6820","GO202_23_6512","1",""
"102","102","GO202_23_6132","GO202_23_6550","1",""
"102","102","GO202_23_6824","GO202_23_6550","1",""
"102","102","GO202_23_6156","GO202_23_6554","1",""
"102","102","GO202_23_6854","GO202_23_6554","1",""
"102","102","GO202_23_6166","GO202_23_6558","1",""
"102","102","GO202_23_6860","GO202_23_6558","1",""
"102","102","GO202_23_6174","GO202_23_6564","1",""
"102","102","GO202_23_6866","GO202_23_6564","1",""
"102","102","GO202_23_6182","GO202_23_6570","1",""
"102","102","GO202_23_6872","GO202_23_6570","1",""
"102","102","GO202_23_6194","GO202_23_6574","1",""
"102","102","GO202_23_6878","GO202_23_6574","1",""
"91","91","GO202_23_7674","GO202_23_6600","1",""
"102","102","GO202_23_6102","GO202_23_6602","1",""
"102","102","GO202_23_6702","GO202_23_6602","1",""
"91","91","GO202_23_7604","GO202_23_6604","1",""
"91","91","GO202_23_6607","GO202_23_7511","1",""
"91","91","GO202_23_6609","GO202_23_7611","1",""
"91","91","GO202_23_7512","GO202_23_6610","1",""
"91","91","GO202_23_6611","GO202_23_7517","1",""
"91","91","GO202_23_7614","GO202_23_6612","1",""
"91","91","GO202_23_6613","GO202_23_7617","1",""
"91","91","GO202_23_7520","GO202_23_6614","1",""
"91","91","GO202_23_6615","GO202_23_7551","1",""
"91","91","GO202_23_7622","GO202_23_6650","1",""
"91","91","GO202_23_7552","GO202_23_6652","1",""
"91","91","GO202_23_6653","GO202_23_7653","1",""
"91","91","GO202_23_7654","GO202_23_6654","1",""
"91","91","GO202_23_6655","GO202_23_7557","1",""
"91","91","GO202_23_7558","GO202_23_6656","1",""
"91","91","GO202_23_6657","GO202_23_7661","1",""
"91","91","GO202_23_6659","GO202_23_7565","1",""
"91","91","GO202_23_7660","GO202_23_6660","1",""
"91","91","GO202_23_6661","GO202_23_7667","1",""
"91","91","GO202_23_7566","GO202_23_6662","1",""
"91","91","GO202_23_6663","GO202_23_7571","1",""
"91","91","GO202_23_7668","GO202_23_6664","1",""
"91","91","GO202_23_6665","GO202_23_7673","1",""
"91","91","GO202_23_7572","GO202_23_6666","1",""
"91","91","GO202_23_6667","GO202_23_7501","1",""
"179","179","GO202_23_7904","GO202_23_6902","1",""
"179","179","GO202_23_6903","GO202_23_7913","1",""
"179","179","GO202_23_8014","GO202_23_6904","1",""
"179","179","GO202_23_6905","GO202_23_7953","1",""
"179","179","GO202_23_8052","GO202_23_6950","1",""
"179","179","GO202_23_6951","GO202_23_7965","1",""
"179","179","GO202_23_7960","GO202_23_6952","1",""
"179","179","GO202_23_6955","GO202_23_7973","1",""
"102","102","EMDE_201_702","EMDE_201_2","1",""
"102","102","EMDE_201_1900","EMDE_201_2","1",""
"102","102","EMDE_201_814","EMDE_201_4","1",""
"102","102","EMDE_201_1612","EMDE_201_4","1",""
"102","102","EMDE_201_1294","EMDE_201_8","1",""
"102","102","EMDE_201_1520","EMDE_201_8","1",""
"102","102","EMDE_201_1294","EMDE_201_10","1",""
"102","102","EMDE_201_1520","EMDE_201_10","1",""
"102","102","EMDE_201_1298","EMDE_201_12","1",""
"102","102","EMDE_201_2350","EMDE_201_12","1",""
"102","102","EMDE_201_170","EMDE_201_18","1",""
"102","102","EMDE_201_2064","EMDE_201_18","1",""
"102","102","EMDE_201_2064","EMDE_201_18_1","1",""
"102","102","EMDE_201_2360","EMDE_201_18_1","1",""
"102","102","EMDE_201_1660","EMDE_201_20","1",""
"102","102","EMDE_201_770","EMDE_201_22","1",""
"102","102","EMDE_201_874","EMDE_201_22","1",""
"102","102","EMDE_201_1068","EMDE_201_24","1",""
"102","102","EMDE_201_2776","EMDE_201_24","1",""
"102","102","EMDE_201_286","EMDE_201_26","1",""
"102","102","EMDE_201_2784","EMDE_201_26","1",""
"27","27","EMDE_201_31","EMDE_201_217","1",""
"27","27","EMDE_201_194","EMDE_201_32","1",""
"27","27","EMDE_201_136","EMDE_201_36","1",""
"27","27","EMDE_201_148","EMDE_201_38","1",""
"27","27","EMDE_201_168","EMDE_201_40","1",""
"27","27","EMDE_201_41","EMDE_201_133","1",""
"102","102","EMDE_201_1660","EMDE_201_42","1",""
"27","27","EMDE_201_43","EMDE_201_167","1",""
"102","102","EMDE_201_272","EMDE_201_44","1",""
"27","27","EMDE_201_180","EMDE_201_46","1",""
"102","102","EMDE_201_1584","EMDE_201_48","1",""
"102","102","EMDE_201_2788","EMDE_201_48","1",""
"27","27","EMDE_201_120","EMDE_201_56","1",""
"27","27","EMDE_201_57","EMDE_201_39","1",""
"27","27","EMDE_201_57","EMDE_201_229","1",""
"27","27","EMDE_201_124","EMDE_201_58","1",""
"27","27","EMDE_201_59","EMDE_201_139","1",""
"27","27","EMDE_201_128","EMDE_201_60","1",""
"27","27","EMDE_201_61","EMDE_201_143","1",""
"102","102","EMDE_201_716","EMDE_201_62","1",""
"102","102","EMDE_201_1914","EMDE_201_62","1",""
"27","27","EMDE_201_63","EMDE_201_147","1",""
"27","27","EMDE_201_132","EMDE_201_64","1",""
"27","27","EMDE_201_140","EMDE_201_66","1",""
"27","27","EMDE_201_67","EMDE_201_155","1",""
"27","27","EMDE_201_144","EMDE_201_68","1",""
"27","27","EMDE_201_69","EMDE_201_163","1",""
"27","27","EMDE_201_71","EMDE_201_171","1",""
"27","27","EMDE_201_73","EMDE_201_179","1",""
"27","27","EMDE_201_152","EMDE_201_74","1",""
"27","27","EMDE_201_75","EMDE_201_183","1",""
"102","102","EMDE_201_162","EMDE_201_76","1",""
"102","102","EMDE_201_754","EMDE_201_76","1",""
"27","27","EMDE_201_77","EMDE_201_187","1",""
"27","27","EMDE_201_164","EMDE_201_78","1",""
"102","102","EMDE_201_1962","EMDE_201_80","1",""
"27","27","EMDE_201_198","EMDE_201_82","1",""
"27","27","EMDE_201_188","EMDE_201_84","1",""
"27","27","EMDE_201_89","EMDE_201_169","1",""
"27","27","EMDE_201_99","EMDE_201_171","1",""
"102","102","EMDE_201_702","EMDE_201_502","1",""
"102","102","EMDE_201_802","EMDE_201_502","1",""
"102","102","EMDE_201_220","EMDE_201_508","1",""
"102","102","EMDE_201_1998","EMDE_201_508","1",""
"102","102","EMDE_201_1126","EMDE_201_510","1",""
"102","102","EMDE_201_1612","EMDE_201_510","1",""
"102","102","EMDE_201_130","EMDE_201_512","1",""
"102","102","EMDE_201_1614","EMDE_201_512","1",""
"102","102","EMDE_201_722","EMDE_201_516","1",""
"102","102","EMDE_201_822","EMDE_201_516","1",""
"102","102","EMDE_201_724","EMDE_201_550","1",""
"102","102","EMDE_201_824","EMDE_201_550","1",""
"102","102","EMDE_201_750","EMDE_201_552","1",""
"102","102","EMDE_201_852","EMDE_201_552","1",""
"102","102","EMDE_201_162","EMDE_201_556","1",""
"102","102","EMDE_201_754","EMDE_201_556","1",""
"102","102","EMDE_201_858","EMDE_201_558","1",""
"102","102","EMDE_201_1656","EMDE_201_558","1",""
"102","102","EMDE_201_170","EMDE_201_560","1",""
"102","102","EMDE_201_2064","EMDE_201_560","1",""
"102","102","EMDE_201_866","EMDE_201_562","1",""
"102","102","EMDE_201_1060","EMDE_201_562","1",""
"102","102","EMDE_201_272","EMDE_201_566","1",""
"102","102","EMDE_201_876","EMDE_201_568","1",""
"102","102","EMDE_201_1570","EMDE_201_568","1",""
"102","102","EMDE_201_182","EMDE_201_570","1",""
"102","102","EMDE_201_280","EMDE_201_570","1",""
"102","102","EMDE_201_888","EMDE_201_574","1",""
"102","102","EMDE_201_1674","EMDE_201_574","1",""
"102","102","EMDE_201_890","EMDE_201_576","1",""
"102","102","EMDE_201_1676","EMDE_201_576","1",""
"91","91","EMDE_201_1678","EMDE_201_600","1",""
"102","102","EMDE_201_102","EMDE_201_604","1",""
"102","102","EMDE_201_702","EMDE_201_604","1",""
"91","91","EMDE_201_1608","EMDE_201_606","1",""
"91","91","EMDE_201_607","EMDE_201_1509","1",""
"102","102","EMDE_201_714","EMDE_201_608","1",""
"102","102","EMDE_201_2716","EMDE_201_608","1",""
"91","91","EMDE_201_1514","EMDE_201_610","1",""
"91","91","EMDE_201_1616","EMDE_201_614","1",""
"91","91","EMDE_201_623","EMDE_201_1523","1",""
"91","91","EMDE_201_625","EMDE_201_1627","1",""
"91","91","EMDE_201_629","EMDE_201_1631","1",""
"91","91","EMDE_201_1520","EMDE_201_650","1",""
"91","91","EMDE_201_1650","EMDE_201_652","1",""
"91","91","EMDE_201_653","EMDE_201_1553","1",""
"91","91","EMDE_201_1554","EMDE_201_654","1",""
"91","91","EMDE_201_655","EMDE_201_1655","1",""
"102","102","EMDE_201_164","EMDE_201_656","1",""
"102","102","EMDE_201_2758","EMDE_201_656","1",""
"102","102","EMDE_201_1252","EMDE_201_658","1",""
"102","102","EMDE_201_760","EMDE_201_660","1",""
"91","91","EMDE_201_661","EMDE_201_1565","1",""
"102","102","EMDE_201_1660","EMDE_201_662","1",""
"91","91","EMDE_201_663","EMDE_201_1671","1",""
"102","102","EMDE_201_866","EMDE_201_664","1",""
"91","91","EMDE_201_665","EMDE_201_1573","1",""
"91","91","EMDE_201_667","EMDE_201_1501","1",""
"102","102","EMDE_201_1178","EMDE_201_668","1",""
"102","102","EMDE_201_2774","EMDE_201_668","1",""
"91","91","EMDE_201_1668","EMDE_201_670","1",""
"91","91","EMDE_201_1580","EMDE_201_672","1",""
"102","102","EMDE_201_288","EMDE_201_674","1",""
"102","102","EMDE_201_1582","EMDE_201_674","1",""
"91","91","EMDE_201_1584","EMDE_201_676","1",""
"102","102","EMDE_201_270","EMDE_201_698","1",""
"102","102","EMDE_201_1564","EMDE_201_698","1",""
"179","179","EMDE_201_903","EMDE_201_1919","1",""
"179","179","EMDE_201_2010","EMDE_201_904","1",""
"179","179","EMDE_201_905","EMDE_201_2027","1",""
"179","179","EMDE_201_1918","EMDE_201_906","1",""
"179","179","EMDE_201_951","EMDE_201_1959","1",""
"179","179","EMDE_201_1954","EMDE_201_952","1",""
"179","179","EMDE_201_953","EMDE_201_2063","1",""
"179","179","EMDE_201_1954","EMDE_201_954","1",""
"179","179","EMDE_201_2068","EMDE_201_956","1",""
"179","179","EMDE_201_957","EMDE_201_1979","1",""
"102","102","EMDE_201_6202","EMDE_201_6002","1",""
"102","102","EMDE_201_7502","EMDE_201_6002","1",""
"102","102","EMDE_201_6112","EMDE_201_6006","1",""
"102","102","EMDE_201_7610","EMDE_201_6006","1",""
"102","102","EMDE_201_7102","EMDE_201_6008","1",""
"102","102","EMDE_201_7612","EMDE_201_6008","1",""
"102","102","EMDE_201_7104","EMDE_201_6010","1",""
"102","102","EMDE_201_8020","EMDE_201_6010","1",""
"102","102","EMDE_201_7106","EMDE_201_6012","1",""
"102","102","EMDE_201_7622","EMDE_201_6012","1",""
"102","102","EMDE_201_7106","EMDE_201_6012_1","1",""
"102","102","EMDE_201_7622","EMDE_201_6012_1","1",""
"102","102","EMDE_201_6270","EMDE_201_6014","1",""
"102","102","EMDE_201_8768","EMDE_201_6014","1",""
"27","27","EMDE_201_6031","EMDE_201_6111","1",""
"27","27","EMDE_201_6031","EMDE_201_6111_1","1",""
"27","27","EMDE_201_6033","EMDE_201_6115","1",""
"27","27","EMDE_201_6114","EMDE_201_6034","1",""
"27","27","EMDE_201_6035","EMDE_201_6129","1",""
"102","102","EMDE_201_6216","EMDE_201_6036","1",""
"102","102","EMDE_201_7516","EMDE_201_6036","1",""
"27","27","EMDE_201_6037","EMDE_201_6155","1",""
"102","102","EMDE_201_7554","EMDE_201_6038","1",""
"102","102","EMDE_201_8054","EMDE_201_6038","1",""
"102","102","EMDE_201_6266","EMDE_201_6040","1",""
"102","102","EMDE_201_7566","EMDE_201_6040","1",""
"27","27","EMDE_201_6041","EMDE_201_6163","1",""
"27","27","EMDE_201_6192","EMDE_201_6042","1",""
"102","102","EMDE_201_6274","EMDE_201_6044","1",""
"102","102","EMDE_201_7574","EMDE_201_6044","1",""
"102","102","EMDE_201_6120","EMDE_201_6052","1",""
"102","102","EMDE_201_7614","EMDE_201_6052","1",""
"27","27","EMDE_201_6126","EMDE_201_6054","1",""
"27","27","EMDE_201_6055","EMDE_201_6151","1",""
"27","27","EMDE_201_6130","EMDE_201_6056","1",""
"27","27","EMDE_201_6150","EMDE_201_6058","1",""
"27","27","EMDE_201_6059","EMDE_201_6167","1",""
"27","27","EMDE_201_6154","EMDE_201_6060","1",""
"27","27","EMDE_201_6061","EMDE_201_6171","1",""
"27","27","EMDE_201_6162","EMDE_201_6062","1",""
"27","27","EMDE_201_6168","EMDE_201_6064","1",""
"27","27","EMDE_201_6065","EMDE_201_6181","1",""
"102","102","EMDE_201_6262","EMDE_201_6066","1",""
"102","102","EMDE_201_7560","EMDE_201_6066","1",""
"27","27","EMDE_201_6176","EMDE_201_6068","1",""
"27","27","EMDE_201_6184","EMDE_201_6070","1",""
"27","27","EMDE_201_6071","EMDE_201_6193","1",""
"102","102","EMDE_201_6102","EMDE_201_6502","1",""
"102","102","EMDE_201_6802","EMDE_201_6502","1",""
"102","102","EMDE_201_6116","EMDE_201_6508","1",""
"102","102","EMDE_201_6814","EMDE_201_6508","1",""
"102","102","EMDE_201_6116","EMDE_201_6508_2","1",""
"102","102","EMDE_201_6814","EMDE_201_6508_2","1",""
"102","102","EMDE_201_6124","EMDE_201_6512","1",""
"102","102","EMDE_201_6820","EMDE_201_6512","1",""
"102","102","EMDE_201_6132","EMDE_201_6550","1",""
"102","102","EMDE_201_6824","EMDE_201_6550","1",""
"102","102","EMDE_201_6156","EMDE_201_6554","1",""
"102","102","EMDE_201_6854","EMDE_201_6554","1",""
"102","102","EMDE_201_6166","EMDE_201_6558","1",""
"102","102","EMDE_201_6860","EMDE_201_6558","1",""
"102","102","EMDE_201_6174","EMDE_201_6564","1",""
"102","102","EMDE_201_6866","EMDE_201_6564","1",""
"102","102","EMDE_201_6182","EMDE_201_6570","1",""
"102","102","EMDE_201_6872","EMDE_201_6570","1",""
"102","102","EMDE_201_6194","EMDE_201_6574","1",""
"102","102","EMDE_201_6878","EMDE_201_6574","1",""
"91","91","EMDE_201_7674","EMDE_201_6600","1",""
"102","102","EMDE_201_6102","EMDE_201_6602","1",""
"102","102","EMDE_201_6702","EMDE_201_6602","1",""
"91","91","EMDE_201_7604","EMDE_201_6604","1",""
"91","91","EMDE_201_6607","EMDE_201_7511","1",""
"91","91","EMDE_201_6609","EMDE_201_7611","1",""
"91","91","EMDE_201_7512","EMDE_201_6610","1",""
"91","91","EMDE_201_6611","EMDE_201_7517","1",""
"91","91","EMDE_201_7614","EMDE_201_6612","1",""
"91","91","EMDE_201_6613","EMDE_201_7617","1",""
"91","91","EMDE_201_7520","EMDE_201_6614","1",""
"91","91","EMDE_201_6615","EMDE_201_7551","1",""
"91","91","EMDE_201_7622","EMDE_201_6650","1",""
"91","91","EMDE_201_7552","EMDE_201_6652","1",""
"91","91","EMDE_201_6653","EMDE_201_7653","1",""
"91","91","EMDE_201_7654","EMDE_201_6654","1",""
"91","91","EMDE_201_6655","EMDE_201_7557","1",""
"91","91","EMDE_201_7558","EMDE_201_6656","1",""
"91","91","EMDE_201_6657","EMDE_201_7661","1",""
"91","91","EMDE_201_6659","EMDE_201_7565","1",""
"91","91","EMDE_201_7660","EMDE_201_6660","1",""
"91","91","EMDE_201_6661","EMDE_201_7667","1",""
"91","91","EMDE_201_7566","EMDE_201_6662","1",""
"91","91","EMDE_201_6663","EMDE_201_7571","1",""
"91","91","EMDE_201_7668","EMDE_201_6664","1",""
"91","91","EMDE_201_6665","EMDE_201_7673","1",""
"91","91","EMDE_201_7572","EMDE_201_6666","1",""
"91","91","EMDE_201_6667","EMDE_201_7501","1",""
"179","179","EMDE_201_7904","EMDE_201_6902","1",""
"179","179","EMDE_201_6903","EMDE_201_7913","1",""
"179","179","EMDE_201_8014","EMDE_201_6904","1",""
"179","179","EMDE_201_6905","EMDE_201_7953","1",""
"179","179","EMDE_201_8052","EMDE_201_6950","1",""
"179","179","EMDE_201_6951","EMDE_201_7965","1",""
"179","179","EMDE_201_7960","EMDE_201_6952","1",""
"179","179","EMDE_201_6955","EMDE_201_7973","1",""
"233","233","EMDE_201_6012_1","EMDE_201_16012","1",""
"123","123","EMDE_201_16507","EMDE_201_6507_2","1",""
"123","123","EMDE_201_6508_2","EMDE_201_16508","1",""
"123","123","EMDE_201_16511","EMDE_201_6511_2","1",""
